'fixed acidity','volatile acidity','citric acid','residual sugar',chlorides,'free sulfur dioxide','total sulfur dioxide',density,pH,sulphates,alcohol,quality
7.185503961549622,0.26042751980774814,0.48828992076900757,2.5591166385084136,0.032128255942324435,30.871744057675567,113.47027178852292,0.9905864382711912,3.3627321632682823,0.4217100792309924,12.793120048062972,9
6.986926374977122,0.2826147250045755,0.444770549990849,2.064311649972547,0.029512380249496695,29.416969249679713,106.66787699871885,0.9901530042874702,3.3790458900018305,0.46296797750869345,12.786926374977122,9
7.704536881387629,0.26302268440693816,0.4779092623722474,4.739054901828044,0.03290680532208145,30.093194677918557,116.32495284763196,0.9923251985526486,3.3186143650820514,0.4320907376277526,12.144328898265464,9
6.952182311265296,0.33390884436735235,0.3791367334489715,3.6781768873470475,0.02165276178857067,50.21629953551162,117.43453066204114,0.9899304557781632,3.3034820400693827,0.37565469337958857,12.752182311265296,9
7.191964132122371,0.25386905785850855,0.4501488760803057,2.138690578585086,0.03169345289292543,29.773811571701714,120.97022478393886,0.9903766367767687,3.3424107603632884,0.43839282642447425,12.777381157170172,9
7.398758850511076,0.2400827432992616,0.3605378314452005,2.000827432992616,0.03100413716496308,27.016548659852322,138.8924337109599,0.9905489657087593,3.2803723448466773,0.47975177010221515,12.501654865985232,9
7.307157565084065,0.24618949566106235,0.40023172179690525,2.0618949566106233,0.03130947478305312,28.23789913221247,130.95365564061896,0.9904726313042367,3.3078527304747802,0.46143151301681296,12.623789913221247,9
7.280849551825684,0.24794336321162105,0.4116318608755369,2.079433632116211,0.03139716816058105,28.588672642324212,128.6736278248926,0.9904507079598548,3.315745134452295,0.45616991036513677,12.658867264232422,9
7.391529758830634,0.24056468274462442,0.3636704378400587,2.005646827446244,0.03102823413723122,27.112936548924882,138.26591243198826,0.9905429414656922,3.2825410723508095,0.4783059517661267,12.511293654892489,9
8.844023405585306,0.26872011702792653,0.4551195318882939,9.524898303458286,0.03461603510837796,28.383964891622043,122.59212873071918,0.9961424784087107,3.221758010525249,0.4548804681117061,10.719970743018369,9
7.239556767382649,0.2606977838369133,0.48720886465234703,2.786138423007129,0.03220933515107398,30.790664848926024,113.76756222060457,0.9907675151707318,3.358137674772475,0.422791135347653,12.725554040771687,9
7.172103374307554,0.33940427852492805,0.3266146159556834,3.6595721475071947,0.024203778896122304,24.915365398892085,93.92481263919784,0.9913319839204642,3.3619433165581656,0.5756737975415468,11.942317300553958,9
6.682365228128216,0.34352695437435676,0.32294609125128637,1.6988382737538592,0.022812035018820752,25.153113193795026,89.6124527751801,0.9897570747965667,3.4034107817497428,0.5787012133112779,12.482365228128216,9
7.836377761948833,0.315490400569842,0.3691281767647253,6.050959943015798,0.027923715466913468,25.978204419118132,104.2874930864018,0.9932849506201296,3.3061442679962982,0.53581733428307,11.410897790440934,9
7.106064176564989,0.25959572156233407,0.48737219015517125,2.1959572156233405,0.031979786078116704,30.919144312466806,113.52556196896575,0.9903050534804708,3.3681807470305034,0.42121283531299786,12.891914431246681,9
7.576889819130185,0.3248319665113133,0.3525209484243319,5.116803348868668,0.02647058298712904,25.5630237106083,100.23948117843089,0.9925220560682427,3.3279412551930645,0.5513866108521889,11.618488144695853,9
7.154679111799004,0.2563547258800664,0.4663057182204318,2.1635472588006643,0.03181773629400332,30.270945176013285,117.73885635591364,0.9903455659264991,3.353596266460299,0.43093582235980066,12.82709451760133,9
8.459738350125097,0.29619252204033697,0.41798691750625483,8.737420654909371,0.03005252361460302,36.43981265744191,122.54485988664794,0.994904598236773,3.223282241813633,0.4308971977329589,11.069364452141945,9
7.21723316989285,0.2521844553404766,0.4391989597130981,2.1218445534047663,0.03160922276702383,29.436891068095328,123.16020805738037,0.990397694308244,3.3348300490321447,0.4434466339785701,12.743689106809533,9
7.2558815404988914,0.2496078973000739,0.4224513324504804,2.096078973000739,0.031480394865003695,28.92157946001478,126.50973350990392,0.9904299012837491,3.3232355378503327,0.45117630809977827,12.692157946001478,9
8.19273720168343,0.2654636860084172,0.4681452559663314,6.789496247070411,0.033639105802525146,29.360894197474853,119.01005460925887,0.9939606696256394,3.2771173378569083,0.44185474403366864,11.534078497895711,9
7.182624232511473,0.25449171783256846,0.4541961659116951,2.144917178325685,0.03172458589162842,29.898343566513695,120.16076681766098,0.9903688535270929,3.345212730246558,0.43652484650229456,12.78983435665137,9
7.04183641307033,0.289081793464835,0.4463773098027476,2.781635869296699,0.027928548914923107,38.561266300857085,114.7449076078901,0.9901545910326758,3.3438263858816484,0.40255092392109904,12.84183641307033,9
7.026610582282828,0.34464201903781816,0.31730307726610096,3.1357980962181813,0.02338901926078384,24.682576931652527,91.65512508361212,0.9909042351119115,3.3741647110882425,0.5844033650630303,12.058711534173739,9
6.942451256699723,0.3387743716501384,0.37183844252479237,3.775487433002769,0.02097158796898062,51.481336629035994,117.7264622990083,0.9899061281417493,3.2991030655148754,0.37273537700991693,12.742451256699722,9
7.919657136925452,0.3182867534894133,0.3909828568462726,7.166275307419497,0.025879168785333043,43.559065013255406,121.31740258392148,0.993137059720847,3.2429215586572564,0.40634805167842963,11.633994811396118,9
8.482653840854486,0.26691326920427244,0.46234692318291026,8.007146131588843,0.03407398076128173,28.926019238718272,120.60459612469967,0.9949318903668625,3.2524744235273686,0.4476530768170897,11.171682698931892,9
7.9607792543738185,0.24989610448894972,0.3896883134668492,4.836883286832256,0.03231948059852663,27.329870149631656,134.05194775552513,0.9926776624651242,3.2536103880294673,0.47340259700736687,11.807272685773519,9
8.51083684237624,0.2670541842118812,0.4617832631524752,8.12551473798021,0.03411625526356436,28.883744736435638,120.75960263306932,0.9950263034219604,3.2500788683980195,0.44821673684752483,11.1364539470297,9
8.636549082150092,0.2676827454107505,0.4592690183569982,8.653506145030384,0.03430482362322514,28.69517637677486,121.4510199518255,0.9954474394252028,3.2393933280172424,0.45073098164300185,10.979313647312384,9
7.332081683568792,0.2445278877620805,0.3894312704535233,2.045278877620805,0.031226394388104026,27.9055775524161,133.11374590929535,0.990493401402974,3.300375494929362,0.4664163367137585,12.59055775524161,9
8.091574985543037,0.31125375059142124,0.3995787492771518,7.666399957943378,0.027207624888287103,41.29287519056906,121.70812496714326,0.9936996999526863,3.2366700005257076,0.4141624993428653,11.454262515114099,9
7.210249542782332,0.25265003048117785,0.44222519812765604,2.1265003048117785,0.031632501524058894,29.53000609623557,122.55496037446878,0.9903918746189853,3.3369251371653004,0.4420499085564664,12.753000609623557,9
7.487310077507207,0.26193655038753605,0.48225379844985583,3.826702325530272,0.03258096511626081,30.41903488373919,115.13020542628963,0.9915974887596491,3.3370786434118873,0.42774620155014415,12.415862403115991,9
6.978595174831597,0.3207024125842015,0.39894638112369774,3.4140482516840307,0.023501662238211787,46.782627271892395,116.64214475505209,0.989996487937079,3.3153678286742188,0.3835785524494791,12.778595174831597,9
8.775197745393932,0.26426819550695174,0.4328045865208552,8.956882711992828,0.0342357594009269,27.808939850231724,126.86590224652414,0.9957676620339946,3.215284811981462,0.46382120299536556,10.801226314513379,9
8.864366039660561,0.2796395711047952,0.43821830198302814,9.914519388103454,0.0331791921246498,31.10608402265623,123.46446827195582,0.9962288343116164,3.208568507648707,0.44928936543911646,10.646344594900322,9
8.500517346952666,0.2594208943579882,0.41826268307396464,7.567323049289957,0.0335894525810651,27.647363145266276,129.28955282100588,0.9947254922869675,3.228210948378698,0.46705273709467454,11.140537394940825,9
8.436469228570616,0.2666823461428531,0.46327061542858766,7.813170759996587,0.03400470384285593,28.995296157144075,120.35058075713839,0.9947771719157116,3.256400115571498,0.4467293845714123,11.229413464286731,9
8.836998029303949,0.26535878875242264,0.43607636625726787,9.269519442361155,0.034381171833656354,27.84529295841409,126.32060562378868,0.9960021395817709,3.212376563326873,0.46309414083171824,10.724884787330415,9
8.541707762088524,0.29283922791456035,0.42208538810442625,8.975877126075709,0.030685923616138602,35.35930677246945,122.73115400474664,0.9951728617668352,3.2203015359240537,0.43462308009493295,10.983669157816543,9
8.387062740251654,0.25741875423973504,0.4122562627192052,6.993376215390716,0.03332250056529801,27.580625141324504,130.29062288013247,0.994295032161543,3.23354998869404,0.46838749717350997,11.280687203218546,9
8.857661399706444,0.27991385183019096,0.4378830699853222,9.895014980964199,0.03312738354318616,31.194463367505968,123.44923045387829,0.9962068918535847,3.2088123127379475,0.44898460907756566,10.65335399121599,9
7.899982242270182,0.24882321604006205,0.38646964812018614,4.529321931484452,0.032176428805341606,27.2941072013354,134.58839197996897,0.9924469914486134,3.256471423893168,0.474117855973292,11.882374877195657,9
8.473639901059709,0.26686819950529855,0.4625272019788058,7.969287584450781,0.034060459851589564,28.939540148410437,120.5550194558284,0.99490169366855,3.253240608409925,0.4474727980211942,11.182950123675363,9
6.641878279835633,0.35162434403287335,0.30675131193425326,1.65025393580276,0.02192132215638393,24.586295917698862,87.34518367079545,0.9897044417637864,3.4066497376131495,0.5940862536624594,12.441878279835633,9
7.458596935857976,0.24103406357396429,0.36310219072189287,2.296431557869761,0.03113787514319524,27.034468785798808,138.48296821301787,0.9907723236684024,3.277242497136095,0.47931062428402377,12.4276155498225,9
7.821569206159019,0.2474394565792768,0.3823183697378304,4.132644219392681,0.03199192754390357,27.247981885975893,135.2802717103616,0.9921494831645445,3.2601614491219286,0.47504036228048213,11.979238039450625,9
7.441107654737395,0.32972012442945375,0.34383088990319327,4.627987557054623,0.025710202866529416,25.34577224757983,98.12127941390337,0.9921228565049279,3.339346957002059,0.5595335407157562,11.727113876210083,9
7.237571500014225,0.25082856666571834,0.4303856833271693,2.1082856666571836,0.031541428333285916,29.16571333314367,124.92286333456614,0.9904146429166785,3.3287285499957324,0.4475143000028449,12.716571333314366,9
8.342380729308402,0.266211903646542,0.4651523854138319,7.417999063095294,0.03386357109396261,29.136428906037395,119.83309401119622,0.9944619754431832,3.264397638008786,0.44484761458616806,11.347024088364495,9
7.941983709275931,0.24956441839898702,0.388693255196961,4.7417999410429434,0.0322752557865316,27.3188139466329,134.2177908005065,0.9926063499557822,3.2544948842693677,0.47362372106734196,11.83049071207091,9
7.3757368036481115,0.26137868401824055,0.4844852639270377,3.3580945753220712,0.03241360520547217,30.58639479452783,114.51655242006461,0.9912237182922211,3.3465623716899104,0.42551473607296225,12.55532899543986,9
7.737715763310029,0.26318857881655017,0.4772456847337994,4.878406205902122,0.03295657364496504,30.043426355034956,116.50743669820515,0.9924363478070886,3.3157941601186476,0.43275431526620056,12.102855295862463,9
8.633278617843532,0.2676663930892177,0.4593344276431294,8.639770194942837,0.0342999179267653,28.7000820732347,121.43303239813943,0.9954364833697759,3.2396713174833,0.45066557235687066,10.983401727695584,9
7.553966955062181,0.24271706391286202,0.368151191738586,2.778891655020444,0.031362275188381604,27.0905687970954,137.641468043569,0.9911341687412654,3.272754496232368,0.478188624058092,12.309805526099659,9
6.789712852704973,0.32205742945900534,0.3658851410819893,1.827655423245968,0.025173682759509413,26.655979937869624,95.6239197514785,0.9898966267085164,3.3948229717836025,0.5379091159721101,12.589712852704974,9
8.678305745886444,0.2678915287294322,0.4584338850822711,8.828884132723065,0.03436745861882967,28.632541381170334,121.68068160237544,0.9955873242487195,3.2358440115996525,0.4515661149177289,10.927117817641946,9
8.919465438295564,0.26909732719147783,0.4536106912340887,9.841754840841373,0.03472919815744335,28.27080184255665,123.00705991062561,0.9963952092182902,3.2153454377448774,0.45638930876591133,10.625668202130544,9
8.412028932590092,0.2981442709394963,0.4156014466295046,8.598629622080264,0.029683859933650705,37.0687095249488,122.4364293922502,0.9947484583248403,3.2250171297239967,0.4287285878450041,11.119242479564905,9
8.24532006021721,0.2549174128273625,0.40475223848208763,6.276325010510594,0.03298898837698167,27.497247094245417,131.54129358631874,0.993757243757883,3.2402202324603664,0.47005505811509163,11.455781102084622,9
7.1019840034833015,0.2598677331011132,0.4891402651572358,2.1986773310111323,0.03199338665505566,30.973546620222642,113.17194696855283,0.9903016533362361,3.3694047989550096,0.42039680069666036,12.897354662022265,9
7.106101382889847,0.2595932411406769,0.4873560674143997,2.195932411406769,0.03197966205703384,30.918648228135375,113.52878651712005,0.9903050844857415,3.368169585133046,0.42122027657796934,12.891864822813538,9
7.1133766994576435,0.2591082200361571,0.48420343023502105,2.191082200361571,0.031955411001807855,30.821644007231416,114.15931395299579,0.990311147249548,3.365986990162707,0.4226753398915287,12.882164400723141,9
7.445389892726834,0.24080099810694414,0.3624029943208324,2.229619457323985,0.03110679974759255,27.026699936898137,138.59950094652794,0.990722214592993,3.2778640050481487,0.4794660012620372,12.443930132513911,9
8.646525521703353,0.26199750920652976,0.4259925276195893,8.3059526392052,0.033933001227537306,27.733250306884326,128.00124539673513,0.995279464479404,3.221339975449254,0.4653349938623135,10.960174355542916,9
8.766426189603447,0.2641134033459432,0.4323402100378296,8.91250895917038,0.03421512044612576,27.803780111531438,126.9432983270284,0.9957343817193778,3.2156975910774848,0.4639243977693712,10.812061765783977,9
7.551888461228249,0.3333318356770262,0.3725944230614125,6.096402796300361,0.023037319927672835,48.406924829263986,120.48156468460965,0.9919334531458379,3.2562949650462456,0.3896312936921931,12.018480245079557,9
6.987321375032923,0.3163393124835386,0.40549103127469216,3.3267862496707714,0.024112496252304605,45.64822124572002,116.38035874901232,0.9900183034375823,3.319294618764815,0.38619641250987685,12.787321375032922,9
7.487604634787449,0.33596162857687706,0.3693802317393725,5.909395301199853,0.022540581268812112,49.254302541438165,120.33546507906239,0.9917230697138498,3.258632558735002,0.3867093015812477,12.085686063631302,9
7.2554845301514534,0.24963436465656977,0.4226233702677034,2.0963436465656975,0.03148171823282849,28.92687293131395,126.47532594645932,0.9904295704417929,3.323354640954564,0.45109690603029073,12.692687293131396,9
7.115102982112279,0.25899313452584805,0.4834553744180123,2.1899313452584805,0.0319496567262924,30.79862690516961,114.30892511639755,0.9903125858184268,3.365469105366316,0.4230205964224558,12.879862690516962,9
8.531469722127138,0.2671573486106357,0.46137060555745724,8.212172832933984,0.03414720458319071,28.852795416809293,120.87308347169926,0.995095423569126,3.2483250736191933,0.4486293944425428,11.110662847341077,9
8.400817034411348,0.25766147707784737,0.412984431233542,7.062956762316236,0.03335486361037965,27.58871590259491,130.16926146107633,0.9943472175717372,3.232902727792407,0.46822568194810177,11.263696604550686,9
8.57770304950978,0.2607829949913491,0.4223489849740472,7.957791897520068,0.03377106599884654,27.692766499711635,128.60850250432546,0.99501834392314,3.224578680023069,0.4661446700057673,11.045190350605566,9
7.350119257482394,0.24332538283450705,0.3816149884242959,2.0332538283450705,0.031166269141725354,27.665076566901412,134.6770023151408,0.9905084327145687,3.2949642227552816,0.4700238514964788,12.566507656690142,9
8.520385884071331,0.2597715156012588,0.4193145468037764,7.667834472360854,0.03363620208016784,27.65905052004196,129.1142421993706,0.9948008758542707,3.2272759583966435,0.4668189895991608,11.115993907911886,9
7.411154283138006,0.3390891429625361,0.3655577141569003,5.686994278219653,0.021949828551520955,50.262057176817194,120.1617142798591,0.9914728685629971,3.2614125715222544,0.3832342855971821,12.165611431264812,9
7.439354256799108,0.3379355076764001,0.36696771283995544,5.769030565233768,0.0221677374389022,49.89033025128449,120.22580512908888,0.991565159385888,3.260387117934578,0.38451610258177765,12.136129640619114,9
7.12296630156096,0.2584689132292693,0.4800479359902504,2.184689132292693,0.03192344566146346,30.693782645853858,114.99041280194992,0.990319138584634,3.363110109531712,0.4245932603121921,12.869378264585386,9
7.138300926684665,0.25744660488768895,0.4734029317699782,2.17446604887689,0.03187233024438445,30.48932097753779,116.31941364600436,0.9903319174389038,3.3585097219946003,0.4276601853369331,12.84893209775378,9
7.395552089490056,0.24029652736732965,0.3619274278876428,2.0029652736732966,0.031014826368366482,27.059305473465933,138.61451442247144,0.9905462934079085,3.2813343731529834,0.479110417898011,12.505930547346594,9
7.318058557338783,0.24546276284408117,0.39550795848652753,2.054627628440812,0.03127313814220406,28.09255256881623,131.8984083026945,0.990481715464449,3.304582432798365,0.4636117114677565,12.609255256881623,9
8.11486683160533,0.31030090234341834,0.4007433415802665,7.7341580555791385,0.02738760733513209,40.985846310657024,121.7610609809212,0.9937759278125265,3.235823024305261,0.41522121961842406,11.429911948776247,9
6.972684925654038,0.28546301486919234,0.4390739702616152,2.047221910784846,0.02919906836438884,29.217588959156533,105.87035583662613,0.9901344904033502,3.380185205947677,0.46837972825146545,12.772684925654039,9
6.779146889456828,0.3241706221086343,0.36165875578273143,1.8149762673481944,0.02494123156805023,26.5080564523956,95.0322258095824,0.9898828909562939,3.395668248843454,0.5419241820064051,12.57914688945683,9
6.960539075553367,0.35752340145463496,0.3430269537776684,4.376113674337068,0.018467801947457837,56.20198491316016,119.13758880807583,0.9899981278836292,3.2777985790707866,0.36275177616151666,12.636709148285115,9
6.980592263292935,0.31970386835353287,0.4004441974697007,3.3940773670706577,0.0236414584305054,46.52300577191855,116.58223210121197,0.9900014806582323,3.3162665184818203,0.38417767898788024,12.780592263292935,9
7.0596839163218,0.2801580418390996,0.45976293724135064,2.603160836781992,0.02917787414252606,36.24109087816589,114.20948251034598,0.9901992097908044,3.3518577623448103,0.4079051748965402,12.859683916321801,9
7.871581619734924,0.3202534791926622,0.3885790809867462,7.026419257410686,0.02550767615249714,44.19278773985783,121.2081400448521,0.992979721664587,3.2446697592823663,0.404162800897042,11.684255579368035,9
6.986447079089301,0.31677646045534913,0.40483530931697637,3.3355292091069826,0.024051295536251127,45.761879718390766,116.40658762732095,0.9900161176977232,3.3189011855901858,0.38593412372679053,12.786447079089301,9
7.2672682364204,0.24884878423863996,0.41751709755115973,2.0884878423863995,0.031442439211931995,28.769756847727994,127.49658048976805,0.990439390197017,3.3198195290738797,0.4534536472840801,12.676975684772799,9
7.1128622413221,0.2591425172451933,0.48442636209375656,2.1914251724519334,0.03195712586225967,30.828503449038664,114.11472758124869,0.9903107185344351,3.36614132760337,0.42257244826442003,12.882850344903867,9
8.637090255695496,0.2618310045122735,0.4254930135368204,8.258221293518393,0.03391080060163646,27.727700150409117,128.08449774386327,0.9952436659701388,3.221783987967271,0.4654459969918177,10.971829684140857,9
8.44640431732545,0.2667320215866273,0.463071913653491,7.854898132766895,0.03401960647598818,28.980393524011824,120.40522374528999,0.9948104544630403,3.255555633027337,0.44692808634650905,11.216994603343187,9
9.082508216873645,0.2707155729460782,0.4491254108436823,10.549114812723332,0.03486483622129635,28.2305735048474,123.9602459474401,0.9969427541643138,3.2006360648409586,0.4592049189488021,10.418286864177553,9
8.283063725670845,0.25558347751183846,0.40675043253551535,6.467263553393687,0.03307779700157846,27.519449250394615,131.20826124408077,0.9939004476650453,3.238444059968431,0.4696110149921077,11.409156574171309,9
7.396563103644908,0.3396860548508901,0.36482815518224543,5.64454721060337,0.021837078528165202,50.45439545195348,120.12855250828389,0.9914251156119288,3.261943159867458,0.38257105016567766,12.180865846189413,9
8.440271620993112,0.2667013581049656,0.4631945675801377,7.829140808171076,0.03401040743148967,28.98959256851033,120.37149391546212,0.9947899099303269,3.2560769122155855,0.44680543241986226,11.22466047375861,9
7.363694914106698,0.2424203390595535,0.3757322038870979,2.0242033905955354,0.031121016952977677,27.484067811910705,135.85355922258043,0.9905197457617556,3.2908915257679907,0.4727389828213394,12.548406781191071,9
8.925200706783135,0.2691260035339157,0.4534959858643373,9.865842968489169,0.034737801060174704,28.262198939825296,123.03860388730725,0.9964144223677235,3.2148579399234336,0.4565040141356627,10.61849911652108,9
7.382536885702331,0.34025985467581377,0.36412684428511655,5.603743667497689,0.021728694116790737,50.639286506651096,120.09667474023257,0.9913792116259349,3.262453204156279,0.3819334948046514,12.195529619493017,9
6.605515915885102,0.3588968168229796,0.2922063663540408,1.6066190990621225,0.021121350149472248,24.077222822391427,85.30889128956571,0.9896571706906506,3.409558726729192,0.6079039519636612,12.405515915885102,9
7.755075049423093,0.31841729822076864,0.36392480316307796,5.758270177923137,0.027468420276769327,25.84812007907695,103.01917077100026,0.993045920645304,3.31297369584846,0.5406954970346144,11.475939960461526,9
6.770469283130307,0.35386310580730895,0.3009100341203397,2.213689419269106,0.02195462798552972,24.272750853008493,87.65932081683279,0.9901511796924032,3.3956805802170544,0.5997718430121816,12.263624573495754,9
6.967565116475744,0.2864869767048512,0.43702604659029765,2.0410781397708933,0.029086432562466374,29.145911630660418,105.58364652264167,0.9901278346514184,3.3805947906819407,0.4703252557392172,12.767565116475744,9
7.167448696735748,0.25550342021761685,0.46077223141450935,2.1550342021761684,0.03177517101088084,30.100684043523366,118.84555371709813,0.9903562072472798,3.3497653909792757,0.4334897393471495,12.810068404352338,9
8.682823030595262,0.2679141151529763,0.45834353938809475,8.847856728500105,0.0343742345458929,28.625765454107103,121.70552666827395,0.9956024571524941,3.235460042399403,0.4516564606119053,10.921471211755922,9
7.99372841494712,0.3098257770619037,0.37919861855661574,6.617422293809634,0.02880487912370388,26.22996546391539,106.74216327317508,0.9937475615399446,3.292926813144442,0.5263762951031727,11.285017268042303,9
7.287939664232621,0.24747068905115863,0.408559478832531,2.074706890511586,0.03137353445255793,28.494137810231724,129.28810423349378,0.9904566163868606,3.313618100730214,0.4575879328465241,12.649413781023172,9
7.525871665413594,0.33439615914217113,0.37129358327067974,6.020717572112273,0.02283628105092323,48.74987350136626,120.42243560321272,0.9918483072686263,3.2572410303485966,0.3884487120642543,12.045679622522151,9
7.910125890684088,0.3128354679353728,0.37384805700378165,6.316453206462718,0.028336704987830898,26.09620142509454,105.43796389467178,0.9935017701186112,3.299949425182537,0.5313924465589547,11.35189928745273,9
7.355421359271839,0.2612771067963592,0.48489157281456324,3.2727697089417225,0.03238313203890776,30.616867961092243,114.40481747599512,0.9911556615535606,3.348289184461894,0.4251084271854368,12.580723300910202,9
8.855476258514942,0.2800032439698433,0.43777381292574713,9.888658206588925,0.033110498361251836,31.223267501393934,123.44426422389759,0.9961997404824126,3.2088917724176387,0.44888528447795195,10.655638457007106,9
7.364000016030506,0.24239999893129963,0.37559999305344766,2.0239999893129963,0.03111999994656498,27.479999786259928,135.88000138931045,0.9905200000133588,3.290799995190848,0.47280000320610105,12.547999978625993,9
8.784483745846922,0.264432066103181,0.4332961983095429,9.003858949578543,0.034257608813757466,27.814402203439364,126.78396694840951,0.9958028942121839,3.214847823724851,0.4637119559312127,10.789755372777332,9
8.821202888715035,0.2686060144435752,0.4555759422256993,9.429052132603147,0.034581804333072556,28.41819566692745,122.46661588793269,0.9960660296771954,3.2236977544592222,0.4544240577743007,10.748496389106206,9
7.10970826715227,0.2593527821898487,0.4857930842340163,2.1935278218984866,0.031967639109492435,30.870556437969732,113.84138315319674,0.9903080902226269,3.367087519854319,0.421941653430454,12.887055643796973,9
7.216808515599368,0.2522127656267088,0.43938297657360736,2.1221276562670885,0.031610638281335444,29.442553125341764,123.12340468527853,0.9903973404296661,3.33495744532019,0.4433617031198735,12.744255312534177,9
8.156545294169,0.2533507993088647,0.4000523979265941,5.827229135207881,0.03278010657451529,27.44502664362882,132.32460034556766,0.9934204218514059,3.244397868509694,0.4710994671274235,11.56544404837947,9
7.205856722086473,0.2529428851942351,0.4441287537625281,2.129428851942351,0.031647144259711754,29.588577038847017,122.17424924749439,0.990388213935072,3.338242983374058,0.4411713444172947,12.758857703884702,9
6.824244687830609,0.31515106243387814,0.3796978751322437,1.8690936253967312,0.025933383132273405,27.13942562962853,97.55770251851412,0.9899415180941797,3.3920604249735513,0.5247870186243685,12.62424468783061,9
6.990560914625235,0.31471954268738245,0.4079206859689264,3.2943908537476485,0.02433926402376646,45.22708109871943,116.28317256124295,0.990026402286563,3.320752411581356,0.3871682743875705,12.790560914625235,9
8.303105068579164,0.2986882175311501,0.39899872438906653,7.731178246884992,0.030537388384043324,26.724968109726664,111.56843906983497,0.9946571289016227,3.2669391742393503,0.5078136958852502,11.037515945136668,9
8.566644049312906,0.2605878361643454,0.4217635084930362,7.901846367112348,0.03374504482191272,27.68626120547818,128.7060819178273,0.9949763847753342,3.2250991035617456,0.4662747758904364,11.058851468495822,9
9.034002927081005,0.269670014635405,0.4513199414583799,10.32281229374022,0.034901004390621514,28.09899560937849,123.63701609894552,0.9967789098057214,3.2056097511981148,0.45868005854162014,10.482496341148744,9
6.9520321970473375,0.3473268409062958,0.3125300606110296,2.867315909370418,0.022971380303465096,24.56325151527574,90.49170227393847,0.9906849746593192,3.3804292954480237,0.5888780681771597,12.11837424236213,9
7.01030495597191,0.30484752201404497,0.4227287169789325,3.0969504402809003,0.025721346918033704,42.6603557236517,115.6908513208427,0.9900757623899298,3.3296372301873594,0.393091486791573,12.81030495597191,9
7.985365813139789,0.31012683072696756,0.37866341204094656,6.587316927303242,0.028758048553582823,26.216585301023663,106.61170668498072,0.993722975490631,3.2936292716962576,0.5268780512116127,11.291707349488169,9
9.0807299549934,0.269903649774967,0.450385400900132,10.519065810972277,0.0349710949324901,28.0289050675099,123.89401475246369,0.9969354453492278,3.201637953825561,0.459614599099868,10.42408755625825,9
8.785462060471707,0.2644493304789125,0.4333479914367374,9.008808070621576,0.03425991073052167,27.814977682630417,126.77533476054376,0.9958066060529662,3.2148017853895667,0.4637004463473917,10.788546866476127,9
8.419037617051583,0.26659518808525795,0.46361924765896834,7.739957991616647,0.03397855642557738,29.021443574422626,120.2547068937837,0.9947187760171228,3.2578818025506155,0.44638075234103164,11.251202978685521,9
7.932157012800467,0.24939100610824352,0.3881730183247306,4.692088417696479,0.03225213414776581,27.31303353694145,134.30449694587824,0.9925690663132724,3.254957317044684,0.47373932926117096,11.842629572422952,9
7.315517319097795,0.24563217872681364,0.39660916172428873,2.0563217872681365,0.03128160893634068,28.12643574536273,131.67816765514226,0.9904795977659149,3.3053448042706615,0.463103463819559,12.612643574536273,9
7.733869816595314,0.3258871438665553,0.3816934908297657,6.625803102822732,0.024443539491872883,46.0080796903345,120.89515867408026,0.9925290284906756,3.249677461214716,0.3979031734816052,11.828227009923081,9
6.657986701425186,0.3484026597149628,0.3131946805700743,1.6695840417102232,0.02227570743135409,24.8118138199526,88.2472552798104,0.9897253827118527,3.4053610638859855,0.5879650534584293,12.457986701425186,9
7.1021685292342625,0.2598554313843825,0.4890603039984861,2.198554313843825,0.031992771569219126,30.971086276876495,113.18793920030278,0.9903018071076952,3.3693494412297214,0.4204337058468525,12.89710862768765,9
7.3547151753083355,0.24301898831277766,0.3796234240330548,2.0301898831277767,0.03115094941563888,27.603797662555532,135.07531519338903,0.9905122626460903,3.2935854474074993,0.47094303506166696,12.560379766255554,9
9.015256581728226,0.26957628290864116,0.4516948683654355,10.244077643258548,0.03487288487259234,28.127115127407663,123.53391119950524,0.9967161095487895,3.207203190553101,0.45830513163456454,10.505929272839719,9
7.450266238231349,0.26175133119115673,0.482994675235373,3.6711182005716694,0.032525399357347023,30.474600642652977,114.92646431027242,0.991473391898075,3.3402273697503353,0.427005324764627,12.462167202210813,9
9.07003414163176,0.2694711907346781,0.4484135722040344,10.448408010607727,0.034929492097957086,27.98237302448927,124.26440463266094,0.9968863060079558,3.2014101580408587,0.4603525395102146,10.437016648572532,9
7.398287432978832,0.24011417113474456,0.36074211237583964,2.0011417113474455,0.03100570855673723,27.022834226948913,138.85157752483207,0.9905485728608158,3.2805137701063503,0.4796574865957663,12.502283422694891,9
7.9858258773156585,0.25033810371733517,0.39101431115200547,4.963589732302744,0.03237841382897802,27.344603457244506,133.8309481413324,0.992772692299227,3.2524317234204396,0.4731079308551099,11.77633273978654,9
8.152346405361325,0.30411552940699227,0.3893501699431248,7.1884470593007705,0.029693139870023425,26.48375424857812,109.21660392363668,0.9942138984317623,3.279602901949649,0.5168592156783205,11.15812287571094,9
8.258829346898183,0.2551558120040856,0.40546743601225677,6.344666107837866,0.03302077493387808,27.50519373346952,131.4220939979572,0.9938084995808785,3.2395845013224385,0.4698961253306096,11.439093159714009,9
